time,angular_velocity
1.47,-2.345769952086996
1.472,-2.339458737539021
1.474,-2.3440487117568263
1.476,-2.3480649391926103
1.4779999999999998,-2.3526549133994554
1.48,-2.3469174456399857
1.482,-2.338884990761384
1.484,-2.3262625616302848
1.486,-2.3147876260182336
1.4879999999999998,-2.3021651968028527
1.49,-2.287821527186386
1.492,-2.2694616299942814
1.494,-2.2447905179957415
1.496,-2.2178244186424503
1.4979999999999998,-2.2006120146951544
1.5,-2.171924674601821
1.502,-2.140942347047018
1.504,-2.123156195924332
1.506,-2.0916001211385233
1.5079999999999998,-2.0491428564515166
1.51,-2.0164392873706483
1.512,-1.9739820218135555
1.514,-1.938409717861494
1.516,-1.9062798946420625
1.5179999999999998,-1.8632488809640708
1.52,-1.8081691827267532
1.522,-1.7645644210428866
1.524,-1.727270874460775
1.526,-1.6796498836681153
1.5279999999999998,-1.6297339047169042
1.53,-1.5769491906210298
1.5319999999999998,-1.5270332103059667
1.534,-1.4690847725608165
1.536,-1.4105625870076588
1.5379999999999998,-1.3612203514293009
1.54,-1.299255682589305
1.5419999999999998,-1.2430284822177966
1.544,-1.1787688236420821
1.546,-1.1150829109606546
1.548,-1.0617244427714692
1.55,-0.9963172872162888
1.552,-0.9320576245487522
1.554,-0.8683717078275179
1.556,-0.799522066966819
1.558,-0.7318199189478901
1.56,-0.6692814930540305
1.562,-0.6084643072957931
1.564,-0.5396146619222035
1.566,-0.4701912683055451
1.568,-0.3978991381421391
1.57,-0.318148294636294
1.572,-0.25159363266958185
1.574,-0.1810227399149934
1.576,-0.12020554680940387
1.578,-0.05537212297990008
1.58,0.024378727197480143
1.582,0.09839210751047278
1.584,0.15978305186796418
1.586,0.2165840198791994
1.588,0.27625372447560553
1.59,0.3491196148869061
1.5919999999999999,0.41337929880917296
1.594,0.481655214039678
1.5959999999999999,0.546488647158812
1.5979999999999999,0.6147645645108093
1.6,0.6807454940713652
1.6019999999999999,0.7473001718637039
1.604,0.798363675343112
1.6059999999999999,0.8609021242380878
1.6079999999999999,0.917703101530554
1.61,0.9785203103532676
1.6119999999999999,1.0347475418962928
1.614,1.088106037795186
1.6159999999999999,1.1466282598388284
1.6179999999999999,1.2103142082273008
1.62,1.2682626845729847
1.6219999999999999,1.3198999413503023
1.624,1.3703897041024258
1.626,1.4203057201024754
1.628,1.4707954839691832
1.63,1.5189902590893292
1.632,1.5729225080382327
1.634,1.614806063508821
1.636,1.6561158720161957
1.638,1.6957044388480838
1.6400000000000001,1.7375879954287408
1.642,1.7800452997440257
1.6440000000000001,1.8247975938992191
1.646,1.856927446376668
1.648,1.8902047938169866
1.6500000000000001,1.9349570890209888
1.652,1.961349468442565
1.6540000000000001,1.9831518689452432
1.656,2.008970501249053
1.658,2.042247849758599
1.66,2.0606077662771933
1.662,2.0795414302609974
1.6640000000000001,2.100770083907826
1.666,2.1225724850485537
1.668,2.135194927859581
1.67,2.147817370703825
1.672,2.165029792817628
1.6740000000000002,2.1885534364728074
1.676,2.1983071424123235
1.678,2.1983071424123235
1.68,2.203470869094176
1.682,2.2063396061420417
1.6840000000000002,2.2046183639131187
1.686,2.197159647594884
1.688,2.194864657960826
1.69,2.1942909105524837
1.692,2.1902746786959932
1.6940000000000002,2.1856846994355315
1.696,2.1793734779595417
1.698,2.164456045412841
1.7,2.1449486336908548
1.702,2.128309959049445
1.7040000000000002,2.1110975370673746
1.706,2.090442630770568
1.708,2.074377703712515
1.71,2.0525753027916087
1.712,2.0147079751134007
1.7140000000000002,1.9837256163282482
1.716,1.9527432577454404
1.7179999999999997,1.9263508783718868
1.72,1.9028272360110343
1.722,1.8649599095303704
1.724,1.829961320175404
1.726,1.791520246922516
1.7279999999999998,1.7496366898573306
1.73,1.7037369017247366
1.732,1.6675908188892157
1.734,1.6222647789064666
1.736,1.5717750133731598
1.7379999999999998,1.5293177109667122
1.74,1.4868604089528734
1.742,1.4403868761189245
1.744,1.3881758706603005
1.746,1.3308011400787043
1.7479999999999998,1.2837538615441746
1.75,1.2367065835001014
1.752,1.1793318548441591
1.754,1.1219571269229225
1.756,1.0554024434585676
1.7579999999999998,0.99688022261532
1.76,0.9406529915537876
1.762,0.8792620360098431
1.764,0.8236085536885175
1.766,0.7604963580987919
1.768,0.7031216356290416
1.77,0.6463206611314843
1.772,0.5814872265064315
1.774,0.5126375624874673
1.776,0.4391979220871376
1.778,0.3692007660081333
1.78,0.31125230160302786
1.782,0.24699261923129576
1.784,0.18674916789858675
1.786,0.1224894874310766
1.788,0.047902359557253166
1.79,-0.015783571645060612
1.792,-0.07487952494737331
1.794,-0.14315543110605644
1.796,-0.21315257741777036
1.798,-0.2797072400124316
1.8,-0.33306571872073143
1.802,-0.3904404262261789
1.804,-0.4575688329736412
1.806,-0.526418479756956
1.808,-0.5878094138082784
1.81,-0.6446103706414761
1.812,-0.7128862671758771
1.814,-0.7708347162530187
1.816,-0.8213244533697105
1.818,-0.8683717078275179
1.82,-0.922877672652814
1.822,-0.9808261186343172
1.824,-1.0382008167774726
1.826,-1.0978705019476789
1.828,-1.156392692279152
1.83,-1.2131936408697384
1.832,-1.2631096253023044
1.834,-1.299829429527617
1.836,-1.3451554373821628
1.838,-1.3990876485581525
1.84,-1.4512986182234822
