time,angular_velocity
1.908,-2.0835676656949835
1.91,-2.07266647613625
1.912,-2.056027818326104
1.914,-2.033077945360513
1.916,-2.0129968063978096
1.918,-1.9940631609895227
1.92,-1.9648020724394644
1.922,-1.941278452063908
1.924,-1.9194760720696051
1.926,-1.8942312108626995
1.928,-1.8770188053954904
1.93,-1.8517739438987717
1.932,-1.8133329044712352
1.934,-1.769728142847916
1.936,-1.7370245712951935
1.938,-1.7008785181928119
1.94,-1.6658799585066153
1.942,-1.6268651702742294
1.944,-1.5832604064758418
1.946,-1.5419506297796988
1.948,-1.4989196119068395
1.95,-1.4581835812026736
1.952,-1.4140050685357568
1.954,-1.3658103268589088
1.956,-1.3044194050310174
1.958,-1.2481922047352791
1.96,-1.206882424401052
1.962,-1.1586876801172223
1.964,-1.105902959496594
1.9660000000000004,-1.0473807684018401
1.9679999999999997,-0.9836948535615494
1.9700000000000004,-0.9343526125193704
1.9719999999999998,-0.8844366238547915
1.9740000000000004,-0.8259144294391503
1.9759999999999998,-0.7616547639805729
1.9780000000000004,-0.7037063147690008
1.9800000000000002,-0.6457578647105694
1.9820000000000004,-0.5803507022448607
1.9840000000000002,-0.5183860210264046
1.9860000000000004,-0.465601291825797
1.9879999999999998,-0.4030628617681998
1.9900000000000004,-0.33134447748301776
1.9919999999999998,-0.2716747807914143
1.9940000000000004,-0.20798885355041424
1.9959999999999998,-0.14430292531752348
1.9980000000000004,-0.08520697301044802
2.0000000000000004,-0.030127249708722107
